language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
French,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,I_A,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,I_A,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,I_A,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,I_A,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,I_A,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,I_A,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,I_A,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,I_A,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Spanish,I_A,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,I_A,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Turkish,I_A,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Arabic,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,LESS_DOLLARSMINUTESHOURS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,IT_IS_SURE,Collocations,NULL,NULL,0,0,1100
Chinese,IT_IS_SURE,Collocations,NULL,NULL,0,0,1100
French,IT_IS_SURE,Collocations,NULL,NULL,5,4,1100
German,IT_IS_SURE,Collocations,NULL,NULL,2,2,1100
Hindi,IT_IS_SURE,Collocations,NULL,NULL,0,0,1100
Italian,IT_IS_SURE,Collocations,NULL,NULL,2,2,1100
Japanese,IT_IS_SURE,Collocations,NULL,NULL,4,4,1100
Korean,IT_IS_SURE,Collocations,NULL,NULL,2,2,1100
Spanish,IT_IS_SURE,Collocations,NULL,NULL,0,0,1100
Telugu,IT_IS_SURE,Collocations,NULL,NULL,0,0,1100
Turkish,IT_IS_SURE,Collocations,NULL,NULL,2,2,1100
Arabic,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Chinese,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
French,WHAT_VBZ,Grammar,NULL,NULL,1,1,1100
German,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Hindi,WHAT_VBZ,Grammar,NULL,NULL,1,1,1100
Italian,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Japanese,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Korean,WHAT_VBZ,Grammar,NULL,NULL,1,1,1100
Spanish,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Telugu,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Turkish,WHAT_VBZ,Grammar,NULL,NULL,0,0,1100
Arabic,SAY_TELL,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,SAY_TELL,"Commonly Confused Words",NULL,NULL,0,0,1100
French,SAY_TELL,"Commonly Confused Words",NULL,NULL,2,2,1100
German,SAY_TELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,SAY_TELL,"Commonly Confused Words",NULL,NULL,2,2,1100
Italian,SAY_TELL,"Commonly Confused Words",NULL,NULL,5,5,1100
Japanese,SAY_TELL,"Commonly Confused Words",NULL,NULL,1,1,1100
Korean,SAY_TELL,"Commonly Confused Words",NULL,NULL,2,2,1100
Spanish,SAY_TELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,SAY_TELL,"Commonly Confused Words",NULL,NULL,2,2,1100
Turkish,SAY_TELL,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
French,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Italian,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Japanese,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Korean,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Spanish,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Telugu,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,ALSO_OTHER,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Arabic,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",5,5,1100
French,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Japanese,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Spanish,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Telugu,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,IN_STEAD_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Arabic,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,THOUGH_THROUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WORRY_FOR,Collocations,NULL,NULL,1,1,1100
Chinese,WORRY_FOR,Collocations,NULL,NULL,0,0,1100
French,WORRY_FOR,Collocations,NULL,NULL,1,1,1100
German,WORRY_FOR,Collocations,NULL,NULL,1,1,1100
Hindi,WORRY_FOR,Collocations,NULL,NULL,1,1,1100
Italian,WORRY_FOR,Collocations,NULL,NULL,3,3,1100
Japanese,WORRY_FOR,Collocations,NULL,NULL,0,0,1100
Korean,WORRY_FOR,Collocations,NULL,NULL,0,0,1100
Spanish,WORRY_FOR,Collocations,NULL,NULL,6,6,1100
Telugu,WORRY_FOR,Collocations,NULL,NULL,0,0,1100
Turkish,WORRY_FOR,Collocations,NULL,NULL,1,1,1100
Arabic,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
Chinese,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
French,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,1,1,1100
German,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
Hindi,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
Italian,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,1,1,1100
Japanese,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,3,3,1100
Korean,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
Spanish,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,1,1,1100
Telugu,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,1,1,1100
Turkish,MANY_FEW_UNCOUNTABLE,Grammar,NULL,NULL,0,0,1100
Arabic,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Chinese,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
German,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Italian,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Telugu,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",5,4,1100
Turkish,EACH_AND_EVERY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Chinese,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
French,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
German,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Hindi,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Italian,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Japanese,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Korean,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Spanish,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Telugu,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Turkish,ALL_AND_ALL,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Arabic,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Chinese,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
French,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
German,OBVIOUS_FOR,Collocations,NULL,NULL,1,1,1100
Hindi,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Italian,OBVIOUS_FOR,Collocations,NULL,NULL,1,1,1100
Japanese,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Korean,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Spanish,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Telugu,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Turkish,OBVIOUS_FOR,Collocations,NULL,NULL,0,0,1100
Arabic,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Chinese,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
French,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
German,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Hindi,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,1,1,1100
Italian,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Japanese,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Korean,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Spanish,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Telugu,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Turkish,ACCUSTOM_WITH_TO,Collocations,NULL,NULL,0,0,1100
Arabic,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,COMPRISE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WERE_WHERE,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
French,WERE_WHERE,"Commonly Confused Words",NULL,NULL,1,1,1100
German,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,WERE_WHERE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Chinese,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
French,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
German,IN_FRONT_OF,Collocations,NULL,NULL,1,1,1100
Hindi,IN_FRONT_OF,Collocations,NULL,NULL,1,1,1100
Italian,IN_FRONT_OF,Collocations,NULL,NULL,1,1,1100
Japanese,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Korean,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Spanish,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Telugu,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Turkish,IN_FRONT_OF,Collocations,NULL,NULL,0,0,1100
Arabic,CURRENCY_SPACE,Orthography,Typography,Typography,2,1,1100
Chinese,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
French,CURRENCY_SPACE,Orthography,Typography,Typography,1,1,1100
German,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Hindi,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Italian,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Japanese,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Korean,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Spanish,CURRENCY_SPACE,Orthography,Typography,Typography,0,0,1100
Telugu,CURRENCY_SPACE,Orthography,Typography,Typography,1,1,1100
Turkish,CURRENCY_SPACE,Orthography,Typography,Typography,1,1,1100
Arabic,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
Chinese,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
French,GOING_TO_VACATION,Collocations,NULL,NULL,1,1,1100
German,GOING_TO_VACATION,Collocations,NULL,NULL,1,1,1100
Hindi,GOING_TO_VACATION,Collocations,NULL,NULL,1,1,1100
Italian,GOING_TO_VACATION,Collocations,NULL,NULL,1,1,1100
Japanese,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
Korean,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
Spanish,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
Telugu,GOING_TO_VACATION,Collocations,NULL,NULL,0,0,1100
Turkish,GOING_TO_VACATION,Collocations,NULL,NULL,5,3,1100
Arabic,FULL_WITH_OF,Collocations,NULL,NULL,2,2,1100
Chinese,FULL_WITH_OF,Collocations,NULL,NULL,0,0,1100
French,FULL_WITH_OF,Collocations,NULL,NULL,0,0,1100
German,FULL_WITH_OF,Collocations,NULL,NULL,0,0,1100
Hindi,FULL_WITH_OF,Collocations,NULL,NULL,2,2,1100
Italian,FULL_WITH_OF,Collocations,NULL,NULL,1,1,1100
Japanese,FULL_WITH_OF,Collocations,NULL,NULL,1,1,1100
Korean,FULL_WITH_OF,Collocations,NULL,NULL,1,1,1100
Spanish,FULL_WITH_OF,Collocations,NULL,NULL,2,2,1100
Telugu,FULL_WITH_OF,Collocations,NULL,NULL,0,0,1100
Turkish,FULL_WITH_OF,Collocations,NULL,NULL,1,1,1100
Arabic,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,WHO_WHOM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",4,4,1100
Japanese,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Telugu,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,LOOSING_EFFORTRECORDSEASON,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Arabic,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,BY_PASSIVE_PARTICIPLE_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
Chinese,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",1,1,1100
French,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
German,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",2,2,1100
Hindi,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
Italian,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",1,1,1100
Japanese,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
Korean,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
Spanish,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",2,2,1100
Telugu,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",2,2,1100
Turkish,THE_WORSE_OF,Grammar,"adjectival inflection","wrong superlative inflection",0,0,1100
Arabic,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
French,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
German,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,1,1,1100
Telugu,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,THEYRE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Chinese,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
French,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
German,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Hindi,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Italian,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Japanese,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Korean,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Spanish,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Telugu,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Turkish,VERY_KNOWN,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Arabic,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
Italian,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Korean,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,FAMOUS_CELEBRITY,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
Arabic,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,IS_SHOULD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,HELL,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,HELL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WAN_T,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,WAN_T,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
